X,Y,publicaddress,caseNumber,precinct,reportedDate,timestamp,reportedTime,beginDate,timestamp,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.23947609,44.94836327,0022XX LAKE ST E,MP202079437         ,3,3/26/20,00:00:00+00,700,3/26/20,00:00:00+00,2020/03/26 12:00:00+00,600,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,Corcoran,2020/03/26 00:00:00+00,2020/03/27 07:00:12+00,12576
-93.23514621,44.94836963,0025XX LAKE ST E,MP202078188         ,3,3/24/20,00:00:00+00,1936,3/24/20,00:00:00+00,2020/03/25 00:36:00+00,1930,THEFT   ,OTHER THEFT                   ,7,2020/03/25 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/25 00:00:00+00,2020/03/26 07:00:19+00,9416
-93.2323794,44.94836963,0027XX LAKE ST E,MP202077960         ,3,3/24/20,00:00:00+00,1513,3/23/20,00:00:00+00,2020/03/24 20:13:00+00,900,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/24 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2020/03/24 00:00:00+00,2020/03/25 07:00:19+00,7731
-93.23514621,44.94836963,0025XX LAKE ST E,MP202077876         ,3,3/24/20,00:00:00+00,1428,3/24/20,00:00:00+00,2020/03/24 19:28:00+00,1428,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/03/24 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/25 00:00:00+00,2020/03/26 07:00:19+00,7727
-93.22637865,44.94836963,0031XX LAKE ST E,MP202077375         ,3,3/24/20,00:00:00+00,1,3/23/20,00:00:00+00,2020/03/24 05:01:00+00,2113,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/24 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/03/24 00:00:00+00,2020/03/25 07:00:19+00,7709
-93.23514621,44.94836963,0025XX LAKE ST E,MP202077199         ,3,3/23/20,00:00:00+00,1804,3/23/20,00:00:00+00,2020/03/23 23:04:00+00,1804,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/24 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/25 00:00:00+00,2020/03/26 07:00:19+00,3244
-93.22362082,44.94836327,0033XX LAKE ST E,MP202076937         ,3,3/23/20,00:00:00+00,1259,3/22/20,00:00:00+00,2020/03/23 17:59:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/23 00:00:00+00,14410,-93.22362686,44.94836604,-10377606,5613396,Longfellow,2020/03/23 00:00:00+00,2020/03/24 07:00:13+00,3231
-93.23372687,44.94836963,0026XX LAKE ST E,MP202076397         ,3,3/22/20,00:00:00+00,1820,3/22/20,00:00:00+00,2020/03/22 23:20:00+00,1729,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/22 00:00:00+00,19098,-93.23372946,44.94837404,-10378731,5613397,Longfellow,2020/03/22 00:00:00+00,2020/03/24 07:00:13+00,3208
-93.26457502,44.94835056,0007XX LAKE ST E,MP202076059         ,3,3/22/20,00:00:00+00,928,3/22/20,00:00:00+00,2020/03/22 14:28:00+00,300,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/03/22 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Central,2020/03/22 00:00:00+00,2020/03/24 07:00:13+00,3190
-93.23514621,44.94836963,0025XX LAKE ST E,MP202075661         ,3,3/21/20,00:00:00+00,2042,3/21/20,00:00:00+00,2020/03/22 01:42:00+00,2042,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/22 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/23 00:00:00+00,2020/03/24 07:00:13+00,3176
-93.23514621,44.94836963,0025XX LAKE ST E,MP202075530         ,3,3/21/20,00:00:00+00,1742,3/21/20,00:00:00+00,2020/03/21 22:42:00+00,1742,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/22 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/22 00:00:00+00,2020/03/24 07:00:13+00,159
-93.23514621,44.94836963,0025XX LAKE ST E,MP202075438         ,3,3/21/20,00:00:00+00,1559,3/21/20,00:00:00+00,2020/03/21 20:59:00+00,1559,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/21 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/23 00:00:00+00,2020/03/24 07:00:13+00,3169
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP202075412         ,1,3/21/20,00:00:00+00,1522,3/21/20,00:00:00+00,2020/03/21 20:22:00+00,1455,THEFT   ,OTHER THEFT                   ,7,2020/03/22 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2020/03/22 00:00:00+00,2020/03/22 07:00:12+00,157
-93.23514621,44.94836963,0025XX LAKE ST E,MP202075048         ,3,3/21/20,00:00:00+00,231,3/21/20,00:00:00+00,2020/03/21 07:31:00+00,141,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/21 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/21 00:00:00+00,2020/03/22 07:00:12+00,148
-93.2472555,44.96449067,0008XX CEDAR AVE S,MP202075019         ,3,3/21/20,00:00:00+00,127,3/21/20,00:00:00+00,2020/03/21 06:27:00+00,53,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/21 00:00:00+00,17446,-93.24726143,44.96449404,-10380237,5615933,Seward,2020/03/21 00:00:00+00,2020/03/22 07:00:12+00,147
-93.24131763,44.94836963,0021XX LAKE ST E,MP202074891         ,3,3/20/20,00:00:00+00,2145,3/20/20,00:00:00+00,2020/03/21 02:45:00+00,2145,THEFT   ,OTHER THEFT                   ,7,2020/03/22 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2020/03/22 00:00:00+00,2020/03/22 07:00:12+00,142
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020701538        ,3,3/20/20,00:00:00+00,1112,3/19/20,00:00:00+00,2020/03/20 16:12:00+00,1004,THFTSW  ,THEFT BY SWINDLE              ,7,2020/03/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/23 00:00:00+00,2020/03/24 07:00:13+00,3159
-93.24932162,44.94836327,0017XX LAKE ST E,MP202074178         ,3,3/20/20,00:00:00+00,622,3/20/20,00:00:00+00,2020/03/20 11:22:00+00,500,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/20 00:00:00+00,21923,-93.24932366,44.94836921,-10380467,5613396,East Phillips,2020/03/20 00:00:00+00,2020/03/21 07:00:11+00,34890
-93.23514621,44.94836963,0025XX LAKE ST E,MP202073705         ,3,3/19/20,00:00:00+00,2150,3/19/20,00:00:00+00,2020/03/20 02:50:00+00,1700,THEFT   ,OTHER THEFT                   ,7,2020/03/20 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/20 00:00:00+00,2020/03/21 07:00:11+00,34883
-93.2472555,44.96449067,0008XX CEDAR AVE S,MP202073580         ,3,3/19/20,00:00:00+00,1447,3/19/20,00:00:00+00,2020/03/19 19:47:00+00,1425,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/19 00:00:00+00,17446,-93.24726143,44.96449404,-10380237,5615933,Seward,2020/03/19 00:00:00+00,2020/03/20 07:00:14+00,34069
-93.2486389,44.94044094,0034XX 18TH AVE S,MP2020701475        ,3,43908,00:00:00+00,1459,43908,00:00:00+00,2020/03/18 19:59:00+00,1450,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/03/19 00:00:00+00,22416,-93.24864546,44.94044308,-10380391,5612150,Powderhorn Park,2020/03/19 00:00:00+00,2020/03/20 07:00:14+00,33996
-93.24858501,44.92778584,0041XX 18TH AVE S,MP2020701473        ,3,43908,00:00:00+00,1457,43906,00:00:00+00,2020/03/18 19:57:00+00,1600,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/03/19 00:00:00+00,20872,-93.2485904,44.92778748,-10380385,5610160,Bancroft,2020/03/19 00:00:00+00,2020/03/20 07:00:14+00,33994
-93.26076616,44.94835691,0009XX LAKE ST E,MP2020701467        ,3,3/18/20,00:00:00+00,1224,3/17/20,00:00:00+00,2020/03/18 17:24:00+00,1300,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/19 00:00:00+00,19104,-93.26076768,44.94836007,-10381741,5613395,Midtown Phillips,2020/03/19 00:00:00+00,2020/03/20 07:00:14+00,33989
-93.22637865,44.94836963,0031XX LAKE ST E,MP202070965         ,3,3/16/20,00:00:00+00,2202,3/16/20,00:00:00+00,2020/03/17 03:02:00+00,2130,THEFT   ,OTHER THEFT                   ,7,2020/03/17 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/03/17 00:00:00+00,2020/03/18 07:00:14+00,33111
-93.24131763,44.94836963,0021XX LAKE ST E,MP202070832         ,3,3/16/20,00:00:00+00,1940,3/16/20,00:00:00+00,2020/03/17 00:40:00+00,1830,ROBPER  ,ROBBERY OF PERSON             ,4,2020/03/16 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,Corcoran,2020/03/26 00:00:00+00,2020/03/27 07:00:12+00,3163
-93.25949055,44.94835691,0010XX LAKE ST E,MP202070808         ,3,3/16/20,00:00:00+00,1929,3/16/20,00:00:00+00,2020/03/17 00:29:00+00,1929,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/17 00:00:00+00,20179,-93.25949392,44.94835935,-10381599,5613395,Midtown Phillips,2020/04/14 00:00:00+00,2020/04/15 07:00:18+00,32471
-93.2472555,44.96449067,0008XX CEDAR AVE S,MP202070451         ,3,3/16/20,00:00:00+00,1330,3/11/20,00:00:00+00,2020/03/16 18:30:00+00,1221,THFTSW  ,THEFT BY SWINDLE              ,7,2020/03/17 00:00:00+00,17446,-93.24726143,44.96449404,-10380237,5615933,Seward,2020/03/17 00:00:00+00,2020/03/18 07:00:14+00,33093
-93.2473094,44.9242241,0043XX CEDAR AVE S,MP202070321         ,3,3/16/20,00:00:00+00,844,3/16/20,00:00:00+00,2020/03/16 13:44:00+00,710,BURGD   ,BURGLARY OF DWELLING          ,6,2020/03/17 00:00:00+00,12339,-93.24731731,44.92422671,-10380243,5609600,Ericsson,2020/03/17 00:00:00+00,2020/03/18 07:00:14+00,33089
-93.24131763,44.94836963,0021XX LAKE ST E,MP202069666         ,3,3/15/20,00:00:00+00,1345,3/15/20,00:00:00+00,2020/03/15 18:45:00+00,1255,THEFT   ,OTHER THEFT                   ,7,2020/03/15 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,Corcoran,2020/03/15 00:00:00+00,2020/03/16 07:00:13+00,31783
-93.27094407,44.94835056,0003XX LAKE ST E,MP202069268         ,3,3/15/20,00:00:00+00,100,3/15/20,00:00:00+00,2020/03/15 06:00:00+00,1,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/15 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Central,2020/03/15 00:00:00+00,2020/03/16 07:00:13+00,31766
-93.27347732,44.94835056,0002XX LAKE ST E,MP202067970         ,3,3/13/20,00:00:00+00,2226,3/13/20,00:00:00+00,2020/03/14 03:26:00+00,1919,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/14 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Phillips West,2020/03/14 00:00:00+00,2020/03/14 07:00:12+00,30672
-93.22920834,44.94836963,0029XX LAKE ST E,MP202067919         ,3,3/13/20,00:00:00+00,2218,3/13/20,00:00:00+00,2020/03/14 03:18:00+00,1835,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/13 00:00:00+00,16971,-93.22920921,44.94837413,-10378228,5613397,Longfellow,2020/03/14 00:00:00+00,2020/03/15 07:00:17+00,31261
-93.24731838,44.92780492,0041XX CEDAR AVE S,MP202067756         ,3,3/13/20,00:00:00+00,1908,3/13/20,00:00:00+00,2020/03/14 00:08:00+00,1440,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/14 00:00:00+00,12017,-93.24732578,44.92781003,-10380244,5610163,Standish,2020/03/14 00:00:00+00,2020/03/15 07:00:17+00,31256
-93.27094407,44.94835056,0003XX LAKE ST E,MP202067481         ,3,3/13/20,00:00:00+00,1159,3/13/20,00:00:00+00,2020/03/13 16:59:00+00,1015,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/13 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Central,2020/03/27 00:00:00+00,2020/03/28 07:00:13+00,30655
-93.22637865,44.94836963,0031XX LAKE ST E,MP202067328         ,3,3/13/20,00:00:00+00,546,3/13/20,00:00:00+00,2020/03/13 10:46:00+00,520,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/13 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/03/13 00:00:00+00,2020/03/14 07:00:12+00,30650
-93.24738126,44.94213232,0033XX CEDAR AVE S,MP202067327         ,3,3/13/20,00:00:00+00,532,3/13/20,00:00:00+00,2020/03/13 10:32:00+00,515,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/13 00:00:00+00,22413,-93.24738317,44.94213373,-10380251,5612416,Corcoran,2020/03/13 00:00:00+00,2020/03/14 07:00:12+00,30649
-93.24862094,44.93682912,0036XX 18TH AVE S,MP2020701385        ,3,43902,00:00:00+00,1357,43898,00:00:00+00,2020/03/12 18:57:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/03/13 00:00:00+00,12278,-93.24862587,44.93683082,-10380389,5611582,Powderhorn Park,2020/03/13 00:00:00+00,2020/03/14 07:00:12+00,30681
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2020701377        ,3,3/12/20,00:00:00+00,1036,3/8/20,00:00:00+00,2020/03/12 15:36:00+00,1200,BIKETF  ,BIKE THEFT                    ,7,2020/03/13 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2020/03/13 00:00:00+00,2020/03/14 07:00:12+00,30675
-93.23514621,44.94836963,0025XX LAKE ST E,MP202065842         ,3,3/11/20,00:00:00+00,1811,3/11/20,00:00:00+00,2020/03/11 23:11:00+00,1811,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/12 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/16 00:00:00+00,2020/03/17 07:00:14+00,27550
-93.23514621,44.94836963,0025XX LAKE ST E,MP202065748         ,3,3/11/20,00:00:00+00,1704,3/11/20,00:00:00+00,2020/03/11 22:04:00+00,1637,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/11 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,27545
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020701352        ,3,3/11/20,00:00:00+00,937,3/10/20,00:00:00+00,2020/03/11 14:37:00+00,1730,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/11 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,27561
-93.24859399,44.95823604,0024XX 18TH AVE S,MP202065162         ,3,43901,00:00:00+00,339,43901,00:00:00+00,2020/03/11 08:39:00+00,41,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/11 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,27523
-93.24859399,44.95823604,0024XX 18TH AVE S,MP202064863         ,3,43900,00:00:00+00,2015,43617,00:00:00+00,2020/03/11 01:15:00+00,1,CSCR    ,CSC - RAPE                    ,3,2020/03/11 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,27508
-93.24932162,44.94836327,0017XX LAKE ST E,MP202064776         ,3,3/10/20,00:00:00+00,1808,3/10/20,00:00:00+00,2020/03/10 23:08:00+00,1750,THEFT   ,OTHER THEFT                   ,7,2020/03/10 00:00:00+00,21923,-93.24932366,44.94836921,-10380467,5613396,East Phillips,2020/03/10 00:00:00+00,2020/03/11 07:00:16+00,25478
-93.24804602,44.94836963,0018XX LAKE ST E,MP202064637         ,3,3/10/20,00:00:00+00,1548,3/10/20,00:00:00+00,2020/03/10 20:48:00+00,1450,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/11 00:00:00+00,21925,-93.24804949,44.94837021,-10380325,5613397,East Phillips,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,27496
-93.24740821,44.94746046,0030XX CEDAR AVE S,MP202064489         ,3,3/10/20,00:00:00+00,1410,3/10/20,00:00:00+00,2020/03/10 19:10:00+00,0,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/11 00:00:00+00,11016,-93.24741103,44.94746433,-10380254,5613254,Powderhorn Park,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,27493
-93.2472555,44.96897146,0004XX CEDAR AVE S,MP202064258         ,1,3/10/20,00:00:00+00,910,3/10/20,00:00:00+00,2020/03/10 14:10:00+00,740,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/10 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2020/03/10 00:00:00+00,2020/03/11 07:00:16+00,25459
-93.24932162,44.94836327,0017XX LAKE ST E,MP202064077         ,3,3/10/20,00:00:00+00,40,3/9/20,00:00:00+00,2020/03/10 05:40:00+00,2213,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/03/10 00:00:00+00,21923,-93.24932366,44.94836921,-10380467,5613396,East Phillips,2020/03/10 00:00:00+00,2020/03/11 07:00:16+00,25450
-93.24722855,44.97263211,0002XX CEDAR AVE S,MP2020701323        ,1,3/9/20,00:00:00+00,2329,3/9/20,00:00:00+00,2020/03/10 04:29:00+00,1905,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/10 00:00:00+00,22697,-93.24722949,44.97263526,-10380234,5617214,Cedar Riverside,2020/03/10 00:00:00+00,2020/03/11 07:00:16+00,25495
-93.25949055,44.94835691,0010XX LAKE ST E,MP202063868         ,3,3/9/20,00:00:00+00,2004,3/9/20,00:00:00+00,2020/03/10 01:04:00+00,2004,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/09 00:00:00+00,20179,-93.25949392,44.94835935,-10381599,5613395,Midtown Phillips,2020/03/11 00:00:00+00,2020/03/11 07:00:16+00,24449
-93.25313946,44.94836327,0015XX LAKE ST E,MP2020701317        ,3,3/9/20,00:00:00+00,1636,3/8/20,00:00:00+00,2020/03/09 21:36:00+00,1630,TBLDG   ,THEFT FROM BUILDING           ,7,2020/03/10 00:00:00+00,20184,-93.25314102,44.94836708,-10380892,5613396,Powderhorn Park,2020/03/10 00:00:00+00,2020/03/11 07:00:16+00,25491
-93.24735431,44.9386287,0035XX CEDAR AVE S,MP202063480         ,3,3/9/20,00:00:00+00,1306,3/9/20,00:00:00+00,2020/03/09 18:06:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/09 00:00:00+00,20991,-93.247363,44.9386332,-10380248,5611865,Powderhorn Park,2020/03/09 00:00:00+00,2020/03/10 07:00:19+00,24443
-93.2472555,44.96897146,0005XX CEDAR AVE S,MP202063481         ,1,3/9/20,00:00:00+00,1233,3/9/20,00:00:00+00,2020/03/09 17:33:00+00,630,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/09 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2020/03/09 00:00:00+00,2020/03/10 07:00:19+00,24444
-93.26076616,44.94835691,0009XX LAKE ST E,MP202063376         ,3,3/9/20,00:00:00+00,1142,3/7/20,00:00:00+00,2020/03/09 16:42:00+00,12,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/03/09 00:00:00+00,19104,-93.26076768,44.94836007,-10381741,5613395,Midtown Phillips,2020/03/09 00:00:00+00,2020/03/10 07:00:19+00,24438
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP202063375         ,3,3/9/20,00:00:00+00,1046,3/7/20,00:00:00+00,2020/03/09 15:46:00+00,2316,THEFT   ,OTHER THEFT                   ,7,2020/03/10 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2020/03/10 00:00:00+00,2020/03/10 07:00:19+00,24437
-93.24131763,44.94836963,0021XX LAKE ST E,MP202063346         ,3,3/9/20,00:00:00+00,923,3/9/20,00:00:00+00,2020/03/09 14:23:00+00,900,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/10 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2020/03/10 00:00:00+00,2020/03/10 07:00:19+00,24435
-93.23514621,44.94836963,0025XX LAKE ST E,MP202062801         ,3,3/8/20,00:00:00+00,1746,3/8/20,00:00:00+00,2020/03/08 22:46:00+00,1746,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/09 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/10 00:00:00+00,2020/03/11 07:00:16+00,23491
-93.23815557,44.94836327,0023XX LAKE ST E,MP202062441         ,3,3/8/20,00:00:00+00,519,3/8/20,00:00:00+00,2020/03/08 10:19:00+00,330,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/08 00:00:00+00,19112,-93.23816129,44.94836501,-10379224,5613396,Longfellow,2020/03/08 00:00:00+00,2020/03/09 07:00:13+00,23486
-93.24859399,44.95823604,0024XX 18TH AVE S,MP202062069         ,3,43897,00:00:00+00,2128,43897,00:00:00+00,2020/03/08 03:28:00+00,1600,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/08 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/03/11 00:00:00+00,2020/03/12 07:00:13+00,23477
-93.22774409,44.94836963,0030XX LAKE ST E,MP202061814         ,3,3/7/20,00:00:00+00,1728,3/7/20,00:00:00+00,2020/03/07 23:28:00+00,1300,THEFT   ,OTHER THEFT                   ,7,2020/03/08 00:00:00+00,16972,-93.22774843,44.94837476,-10378065,5613397,Longfellow,2020/03/08 00:00:00+00,2020/03/09 07:00:13+00,23466
-93.2472555,44.96897146,0005XX CEDAR AVE S,MP2020701253        ,1,3/6/20,00:00:00+00,938,3/6/20,00:00:00+00,2020/03/06 15:38:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/07 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2020/03/07 00:00:00+00,2020/03/08 07:00:11+00,22744
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP202060220         ,3,3/6/20,00:00:00+00,745,3/6/20,00:00:00+00,2020/03/06 13:45:00+00,329,THEFT   ,OTHER THEFT                   ,7,2020/03/06 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2020/03/06 00:00:00+00,2020/03/07 07:00:11+00,22206
-93.23514621,44.94836963,0025XX LAKE ST E,MP202059579         ,3,3/5/20,00:00:00+00,2217,3/5/20,00:00:00+00,2020/03/06 04:17:00+00,1601,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/06 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/06 00:00:00+00,2020/03/07 07:00:11+00,22193
-93.24131763,44.94836963,0021XX LAKE ST E,MP202059311         ,3,3/5/20,00:00:00+00,1121,3/5/20,00:00:00+00,2020/03/05 17:21:00+00,1055,THEFT   ,OTHER THEFT                   ,7,2020/03/06 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2020/03/06 00:00:00+00,2020/03/07 07:00:11+00,22186
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP202059159         ,3,3/5/20,00:00:00+00,729,3/5/20,00:00:00+00,2020/03/05 13:29:00+00,710,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/05 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2020/03/05 00:00:00+00,2020/03/06 07:00:15+00,21143
-93.22774409,44.94836963,0030XX LAKE ST E,MP202058884         ,3,3/4/20,00:00:00+00,2353,3/4/20,00:00:00+00,2020/03/05 05:53:00+00,2100,THEFT   ,OTHER THEFT                   ,7,2020/03/05 00:00:00+00,16972,-93.22774843,44.94837476,-10378065,5613397,Longfellow,2020/03/05 00:00:00+00,2020/03/05 07:00:14+00,19887
-93.26203279,44.94835691,0008XX LAKE ST E,MP202058723         ,3,3/4/20,00:00:00+00,2139,3/4/20,00:00:00+00,2020/03/05 03:39:00+00,1900,SHOPLF  ,SHOPLIFTING                   ,7,2020/03/05 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Midtown Phillips,2020/03/05 00:00:00+00,2020/03/06 07:00:15+00,21124
-93.2472555,44.96717283,0006XX CEDAR AVE S,MP202058287         ,1,3/4/20,00:00:00+00,2055,3/3/20,00:00:00+00,2020/03/05 02:55:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/05 00:00:00+00,19222,-93.24725864,44.96717526,-10380237,5616355,Cedar Riverside,2020/03/05 00:00:00+00,2020/03/06 07:00:15+00,21109
-93.24739923,44.94564844,0031XX CEDAR AVE S,MP202057964         ,3,3/4/20,00:00:00+00,120,3/4/20,00:00:00+00,2020/03/04 07:20:00+00,30,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/04 00:00:00+00,11630,-93.24740293,44.94565013,-10380253,5612969,Powderhorn Park,2020/03/04 00:00:00+00,2020/03/05 07:00:14+00,19870
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP202057839         ,3,3/3/20,00:00:00+00,2357,3/3/20,00:00:00+00,2020/03/04 05:57:00+00,1830,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/04 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2020/03/04 00:00:00+00,2020/03/05 07:00:14+00,19867
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP202057819         ,3,3/3/20,00:00:00+00,2333,3/3/20,00:00:00+00,2020/03/04 05:33:00+00,1830,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/04 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2020/03/04 00:00:00+00,2020/03/05 07:00:14+00,19866
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP202057790         ,3,3/3/20,00:00:00+00,2217,3/3/20,00:00:00+00,2020/03/04 04:17:00+00,1830,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/04 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2020/03/04 00:00:00+00,2020/03/05 07:00:14+00,19864
-93.27602854,44.94835056,0001XX LAKE ST E,MP202057753         ,5,3/3/20,00:00:00+00,2206,3/2/20,00:00:00+00,2020/03/04 04:06:00+00,1856,THEFT   ,OTHER THEFT                   ,7,2020/03/04 00:00:00+00,19101,-93.2760326,44.94835309,-10383440,5613394,Whittier,2020/03/04 00:00:00+00,2020/03/05 07:00:14+00,19861
